Disney_Period,Text,Speaker_Status,Movie,Speaker,Year,UTTERANCE_NUMBER
EARLY,"good night, princess. you're sure you'll be comfortable ? ",NON-P,Snow White ,all dwarfs,1937,274
EARLY,"oh, yes, very comfortable. snow white well, pleasant dreams. ",NON-P,Snow White ,all dwarfs,1937,275
EARLY,pleasant dreams. ,NON-P,Snow White ,all dwarfs,1937,276
EARLY,let go ! ,NON-P,Snow White ,various dwarfs,1937,277
EARLY,"now, men, don't get excited. remember... share and share alike. ",NON-P,Snow White ,doc,1937,278
EARLY,"look out, it'll rip ! ",NON-P,Snow White ,various dwarfs,1937,279
EARLY,"bless the seven little men... who have been so kind to me. and may my dreams come true. amen. oh, yes, and please make grumpy like me. ",PRINCESS,Snow White ,snow white,1937,280
EARLY,hah ! women ! ,NON-P,Snow White ,grumpy,1937,281
EARLY,a fine kettle of fish. ,NON-P,Snow White ,grumpy,1937,282
EARLY,"dip the apple in the brew. let the sleeping death seep through. look ! on the skin ! the symbol of what lies within. now, turn red to tempt snow white. to make her hunger for a bite. ",NON-P,Snow White ,queen,1937,283
EARLY,have a bite ? ,NON-P,Snow White ,queen,1937,284
EARLY,"it's not for you ! it's for snow white. when she breaks the tender peel to taste the apple in my hand, her breath will still, her blood congeal. then i'll be fairest in the land. ",NON-P,Snow White ,queen,1937,285
EARLY,but wait ! there may be an antidote. nothing must be overlooked. ah ! here it is ! the victim of the sleeping death... can be revived only by love's first kiss. love's first kiss! bah ! no fear of that. the dwarfs will think she's dead. she'll be buried alive ! ,NON-P,Snow White ,queen,1937,286
EARLY,buried alive ! ,NON-P,Snow White ,queen,1937,287
EARLY,thirsty ? have a drink ! ,NON-P,Snow White ,queen,1937,288
EARLY,"now, don't forget, my dear. ththe old queen's a sly one. full of witchcraft. so beware of strangers. ",NON-P,Snow White ,doc,1937,289
EARLY,don't worry. i'll be all right. see you tonight. ,PRINCESS,Snow White ,snow white,1937,290
EARLY,"oh, oh, yes. well, uh, come on, men. ",NON-P,Snow White ,doc,1937,291
EARLY,"be awful careful, 'cause if anything would happen to you, ",NON-P,Snow White ,sneezy,1937,292
EARLY,goodbye. ,PRINCESS,Snow White ,snow white,1937,293
EARLY,"oh, gosh ! ",NON-P,Snow White ,sneezy,1937,294
EARLY,hah ! disgustin' ! ,NON-P,Snow White ,grumpy,1937,295
EARLY,and be sure to watch outto wato wa to wawatch out ! ,NON-P,Snow White ,sneezy,1937,296
EARLY,ahchooooo ! ,NON-P,Snow White , ahch ,1937,297
EARLY,well... all right. but that's the last oh ! go on. run along. ,PRINCESS,Snow White ,snow white,1937,298
EARLY,"heighho, heighho it's off to work we go heighho ",PRINCESS,Snow White ,snow white,1937,299
EARLY,goodbye. goodbye ! ,PRINCESS,Snow White ,snow white,1937,300
EARLY,"now, i'm warnin' ya. don't let nobody or nothin' in the house. ",NON-P,Snow White ,grumpy,1937,301
EARLY,"why, grumpy, you do care. ",PRINCESS,Snow White ,snow white,1937,302
EARLY,huh ! ,NON-P,Snow White ,grumpy,1937,303
EARLY,"goodbye, grumpy ! ",PRINCESS,Snow White ,snow white,1937,304
EARLY,the little men will be away... and she'll be alone... with a harmless old peddler woman. ,NON-P,Snow White ,queen,1937,305
EARLY,a harmless old peddler woman. ,NON-P,Snow White ,queen,1937,306
EARLY,some day my prince will come some day we'll meet again and away to his castle we'll go to be happy forever i know some day when spring is here we'll find our love anew and the birds will sing and wedding bells will ring some day when my dreams come true ,PRINCESS,Snow White ,snow white,1937,307
EARLY,"all alone, my pet ? ",NON-P,Snow White ,queen,1937,308
EARLY,"whywhy, yes, i am, but ",PRINCESS,Snow White ,snow white,1937,309
EARLY,the... little men are not here ? ,NON-P,Snow White ,queen,1937,310
EARLY,"no, they're not, butmmhmm. ",PRINCESS,Snow White ,snow white,1937,311
EARLY,makin' pies ? ,NON-P,Snow White ,queen,1937,312
EARLY,"yes, gooseberry pie. ",PRINCESS,Snow White ,snow white,1937,313
EARLY,it's apple pies that makes the menfolks' mouths water. pies made from apples like these. ,NON-P,Snow White ,queen,1937,314
EARLY,"oh, they do look delicious. ",PRINCESS,Snow White ,snow white,1937,315
EARLY,"yes ! but wait 'til you taste one, dearie. ",NON-P,Snow White ,queen,1937,316
EARLY,like to try one ? ,NON-P,Snow White ,queen,1937,317
EARLY,hmm ? ,PRINCESS,Snow White ,snow white,1937,318
EARLY,"go on. go on, have a bite. ",NON-P,Snow White ,queen,1937,319
EARLY,ah ! ah ! ,NON-P,Snow White ,queen,1937,320
EARLY,"stop it, stop it. go away, go away. shame on you, frightening a poor old lady. ",PRINCESS,Snow White ,snow white,1937,321
EARLY,"oh, i thought i lost it. there, there. i'm sorry. ",PRINCESS,Snow White ,snow white,1937,322
EARLY,"oh ! my heart ! oh, mymy poor heart. take me into the house and let me rest. a drink of water, please. ",NON-P,Snow White ,queen,1937,323
EARLY,"heighho, heighho heighho, heighho it's off to work we go ",NON-P,Snow White ,queen,1937,324
EARLY,"hey, look ! ",NON-P,Snow White ,doc,1937,325
EARLY,"stop that. get away ! get away ! go on, shoo ! ",NON-P,Snow White ,various dwarfs,1937,326
EARLY,"go on, get outta here ! ",NON-P,Snow White ,grumpy,1937,327
EARLY,what ails these crazy birds ? ththey've gone plumb daffy. ,NON-P,Snow White ,doc,1937,328
EARLY,"yeah, they've goneahah ahchooooo ! ",NON-P,Snow White ,sneezy,1937,329
EARLY,"and because you've been so good to poor old granny, i'll share a secret with you. this is no ordinary apple. it's a magic wishing apple. ",NON-P,Snow White ,queen,1937,330
EARLY,a wishing apple ? ,PRINCESS,Snow White ,snow white,1937,331
EARLY,yes ! one bite and all your dreams will come true. ,NON-P,Snow White ,queen,1937,332
EARLY,really ? ,PRINCESS,Snow White ,snow white,1937,333
EARLY,"yes, girlie ! now, make a wish and take a bite. ",NON-P,Snow White ,queen,1937,334
EARLY,"go on, git ! these pesky critters won't stop ! ",NON-P,Snow White ,various dwarfs,1937,335
EARLY,'tain't natural. there's something wrong ! they ain't actin' this way for nothin' ! ,NON-P,Snow White ,grumpy,1937,336
EARLY,maybe the old queen's got snow white. ,NON-P,Snow White ,sleepy,1937,337
EARLY,the queen ! ,NON-P,Snow White ,doc,1937,338
EARLY,snow white ! ,NON-P,Snow White ,all dwarfs,1937,339
EARLY,the queen will kill her ! we gotta save her ! ,NON-P,Snow White ,grumpy,1937,340
EARLY,"yes, yes, wewe gotta save her ! ",NON-P,Snow White ,doc,1937,341
EARLY,what'll we do ? ,NON-P,Snow White ,happy,1937,342
EARLY,"yes, wwhat'll we do ? ",NON-P,Snow White ,doc,1937,343
EARLY,come on ! giddap ! ,NON-P,Snow White ,grumpy,1937,344
EARLY,wait for me ! ,NON-P,Snow White ,doc,1937,345
EARLY,there must be something your little heart desires. perhaps there's someone you love. ,NON-P,Snow White ,queen,1937,346
EARLY,"well, there is someone. ",PRINCESS,Snow White ,snow white,1937,347
EARLY,"i thought so. i thought so. old granny knows a girl's heart. now, take the apple, dearie, and make a wish. ",NON-P,Snow White ,queen,1937,348
EARLY,i wish i wish ,PRINCESS,Snow White ,snow white,1937,349
EARLY,that's it. go on. go on. ,NON-P,Snow White ,queen,1937,350
EARLY,...and that he will carry me away to his castle... where we will live happily ever after. ,PRINCESS,Snow White ,snow white,1937,351
EARLY,"fine ! fine ! now, take a bite. don't let the wish grow cold ! ",NON-P,Snow White ,queen,1937,352
EARLY,oh ! i feel strange. ,PRINCESS,Snow White ,snow white,1937,353
EARLY,her breath will still. ,NON-P,Snow White ,queen,1937,354
EARLY,oh. ,PRINCESS,Snow White ,snow white,1937,355
EARLY,her blood congeal. ,NON-P,Snow White ,queen,1937,356
EARLY,oh. ,PRINCESS,Snow White ,snow white,1937,357
EARLY,now i'll be fairest in the land ! ,NON-P,Snow White ,queen,1937,358
EARLY,"hurry, hurry ! there she goes ! after her ! ",NON-P,Snow White ,grumpy,1937,359
EARLY,i'm trapped. what will i do ? the meddling little fools ! i'll fix ya ! i'll crush your bones ! ,NON-P,Snow White ,queen,1937,360
EARLY,look out ! ,NON-P,Snow White ,doc,1937,361
EARLY,one song ,PRINCE,Snow White ,prince,1937,362
EARLY,"one song, i have but one song one song, only for you one song, only for you one heart, tenderly beating ever entreating, ever entreating constant and true, so true one love, one love that has possessed me one love, one love thrilling me through, so true one song, one song my heart keeps singing keeps singing of one love one love, only for you chorus and away to his castle you'll go to be happy forever ",NON-P,Snow White ,chorus,1937,363
EARLY,"goodbye. goodbye, grumpy. ",PRINCESS,Snow White ,snow white,1937,364
EARLY,"oh, dopey. goodbye ! ",NON-P,Snow White , goodbye. ,1937,365
EARLY,some day when spring is here we'll find our love anew and the birds will sing and wedding bells will ring some day when my dreams come true ,NON-P,Snow White ,chorus,1937,366
EARLY,"cinderella, you're as lovely as your name cinderella, you're a sunset in a frame though you're dressed in rags you wear an air of queenly grace anyone can see a throne would be your proper place cinderella, if you give your heart a chance it will lead you, to the kingdom of romance there you'll see your dreams unfold cinderella, cinderella in the sweetest story ever told ",NON-P,Cinderella ,offstage singing voice,1950,1
EARLY,"once upon a time in a faraway land there was a tiny kingdom, peaceful, prosperous and rich in romance and tradition. here in a stately chateau there lived a widowed gentleman and his little daughter cinderella. although he was a kind and devoted father and gave his beloved child every luxury and comfort still he felt she needed a mother's care. and so he married again choosing for his second wife a woman of good family with two daughters just cinderella's age by name anastasia and drizella. it was upon the untimely death of this good man, however, that the stepmother's true nature was revealed. cold, cruel and bitterly jealous of cinderella's charm and beauty, she was grimly determined to forward the interests of her own two awkward daughters. thus, as time went by the chateau fell into disrepair, for the family fortunes were squandered upon the vain and selfish stepsisters while cinderella was abused, humiliated and finally forced to become a servant in her own house. and yet through it all cinderella remained ever gentle and kind for with each dawn she found new hope that someday her dreams of happiness would come true. cinderella wake up! ",NON-P,Cinderella ,narrator,1950,2
EARLY,"well, try again. okay wake up, wake up. cinderella wake up! ",NON-P,Cinderella ,narrator,1950,3
EARLY,well serves you right spoiling people's best dreams. yes i know it's a lovely morning but it was a lovely dream too sighs. ,PRINCESS,Cinderella ,cinderella,1950,4
EARLY,what kind of dream? ,NON-P,Cinderella ,birds,1950,5
EARLY,what kind of dream? hmmm. can't tell. ,PRINCESS,Cinderella ,cinderella,1950,6
EARLY,why? ,NON-P,Cinderella ,birds chirping,1950,7
EARLY,'cause if you tell a wish it won't come true and after all ,PRINCESS,Cinderella ,cinderella,1950,8
EARLY,"a dream is a wish your heart makes when you're fast asleep in dreams you will lose your heartaches whatever you wish for, you keep have faith in your dreams and someday your rainbow will come smiling through no matter how your heart is grieving if you keep on believing the dream that you wish will come true oh that clock! old killjoy i hear you! ""come on. get up, you say time to start another day"". even he orders me around. well there's one thing they can't order me to stop dreaming and perhaps someday ...the dreams that i wish will come true ",PRINCESS,Cinderella ,cinderella,1950,9
EARLY,"shoo, shoo get in there. la, la, da, da, di da, diddelydo lalalalalalalala ladi dadada dadahmm no matter how your heart is grieving if you keep on believing the dream that you wish will come true ",PRINCESS,Cinderella ,cinderella,1950,10
EARLY,"wait a minute, wait a minute. one at a time, please. now jaq what's all the fuss about? ",NON-P,Cinderella ,cinderella ,1950,11
EARLY,"new mouse in the house. brand new. never saw before. visitor, visitor. ",NON-P,Cinderella ,jaq,1950,12
EARLY,"oh a visitor. well, she'll need a dress... ",PRINCESS,Cinderella ,cinderella,1950,13
EARLY,tiny coats and hats ,PRINCESS,Cinderella ,cinderella,1950,14
EARLY,"no, no, no. not a she, he, he, he. ",NON-P,Cinderella ,jaq,1950,15
EARLY,he! ,NON-P,Cinderella ,mice,1950,16
EARLY,"oh that does make a difference. he'll need a jacket, shoes, hat... ",PRINCESS,Cinderella ,cinderella,1950,17
EARLY,gotta him out! trap! trap! mouse in a trap! ,NON-P,Cinderella ,jaq,1950,18
EARLY,"where? in a trap? well, why you didn't you say do? ",PRINCESS,Cinderella ,cinderella,1950,19
EARLY,"now, now, now calm down everybody ",PRINCESS,Cinderella ,cinderella,1950,20
EARLY,oh the poor little thing is scared to death. jaq maybe you better explain things to him. ,PRINCESS,Cinderella ,cinderella,1950,21
EARLY,"zukzuk cinderelly, zukzuk. now, now, now, look little gut gus tries to hit jaq take it easy. nothin' to worry about. we like you. cinderelly like you too. she's nice, very nice. that's better. come on, now zuk, zuk, zuk. ",NON-P,Cinderella ,jaq,1950,22
EARLY,"uh, duh, zukzuk ",NON-P,Cinderella ,gus,1950,23
EARLY,"well that's better. hmm. well let's just slip it on for size. uh, huh. it is a little snug but it'll have to do. now for a name i've got one. octavious. but for short we'll call you gus. ",PRINCESS,Cinderella ,cinderella,1950,24
EARLY,"like it, gusgus? like it? like it? ",NON-P,Cinderella ,jaq,1950,25
EARLY,uh gusgus yeah. ,NON-P,Cinderella ,gus,1950,26
EARLY,now i've got to hurry. see that he keeps out of trouble jaq. and don't forget to warn him about the cat. ,PRINCESS,Cinderella ,cinderella,1950,27
EARLY,"zukzuk. look, uh, ever see a catcat? ",NON-P,Cinderella ,jaq,1950,28
EARLY,uh catcat? ,NON-P,Cinderella ,gus,1950,29
EARLY,"yep, catcat. lucifer. i'll tell you. mean. sneaky. jump at you. bite at you! ha! big, big. big as a house! meow! screeching zukzuk? lucifee? ",NON-P,Cinderella ,jaq,1950,30
EARLY,"duh, lucifee. zukzuk. ",NON-P,Cinderella ,gus,1950,31
EARLY,meow! ,NON-P,Cinderella ,lucifer,1950,32
EARLY,"here kitty, kitty, kitty. come kitty. come on lucifer. come here! i'm sorry if your highness objects to an early breakfast. it's certainly not my idea to feed your first. it's orders. come on. ",PRINCESS,Cinderella ,cinderella,1950,33
EARLY,"uh, uh lucifee? is that lucifee? ",NON-P,Cinderella ,gus,1950,34
EARLY,"zuk, lucifee. that him. ",NON-P,Cinderella ,jaq,1950,35
EARLY,gusgus take lucifee andripping sound look it! ,NON-P,Cinderella ,gus,1950,36
EARLY,no gusgus. no. now listen here lucifee not funny lucifee mean. ,NON-P,Cinderella ,jaq,1950,37
EARLY,bruno! bruno! dreaming again. chasing lucifer? ,PRINCESS,Cinderella ,cinderella,1950,38
EARLY,catch him this time? ,PRINCESS,Cinderella ,cinderella,1950,39
EARLY,"that's bad. supposed they heard you upstairs. you know the orders, so if you don't want to lose a nice warm bed you'd better get rid of those dreams. know how? just learn to like cats. no i mean it. lucifer has his good points too. for one thing, hethinking well, sometimes hehmm. there must be something good about him. ",PRINCESS,Cinderella ,cinderella,1950,40
EARLY,bruno! oh bruno. come on now. outside i know it isn't easy but at least we should try to get along together. ,PRINCESS,Cinderella ,cinderella,1950,41
EARLY,"and that includes you, your majesty. ",PRINCESS,Cinderella ,cinderella,1950,42
EARLY,"breakfast time! everybody up! hurry, hurry. come on everybody. breakfast. breakfast. ",PRINCESS,Cinderella ,cinderella,1950,43
EARLY,come on everybody. breakfast. ,NON-P,Cinderella ,jaq,1950,44
EARLY,breakfast. ,NON-P,Cinderella ,mouse,1950,45
EARLY,breakfast? ooh breakfast! ,NON-P,Cinderella ,gus,1950,46
EARLY,uhoh. lucifee! how we gonna get out? ,NON-P,Cinderella ,jaq,1950,47
EARLY,careful. listen everybody. got an idea. now somebody gotta sneak out. get lucifee chase him. run over to a corner... and keep lucifee there. then we all run out. zuk? ,NON-P,Cinderella ,jaq,1950,48
EARLY,zukzuk. ,NON-P,Cinderella ,mice,1950,49
EARLY,"now we choose who ought do it. everybody, hup! ",NON-P,Cinderella ,jaq,1950,50
EARLY,hup! ,NON-P,Cinderella ,mice,1950,51
EARLY,uh hup! ,NON-P,Cinderella ,gus,1950,52
EARLY,tails up! ,NON-P,Cinderella ,jaq,1950,53
EARLY,up! ,NON-P,Cinderella ,mice,1950,54
EARLY,up! ,NON-P,Cinderella ,gus,1950,55
EARLY,now. ,NON-P,Cinderella ,jaq,1950,56
EARLY,"hup, hup, hup. ",NON-P,Cinderella ,mice,1950,57
EARLY,"uh, duh, uh, hup. ",NON-P,Cinderella ,gus,1950,58
EARLY,shhh! ,NON-P,Cinderella ,mice,1950,59
EARLY,"cinderelly, cinderelly. ",NON-P,Cinderella ,mice,1950,60
EARLY,"oh there you are. i was wondering. all right, breakfast is served ",PRINCESS,Cinderella ,cinderella,1950,61
EARLY,take it easy cluckcluck. let go! let go! ,NON-P,Cinderella ,gus,1950,62
EARLY,"go on, go on, go on. shoo! shoo! shoo! poor little gus. ",PRINCESS,Cinderella ,cinderella,1950,63
